candidate,direction,timestamp,entryPrice,MFE_Pct,MAE_Pct,MFE_1000ms,MAE_1000ms,MFE_2000ms,MAE_2000ms,MFE_3000ms,MAE_3000ms,MFE_5000ms,MAE_5000ms,MFE_10000ms,MAE_10000ms,MFE_15000ms,MAE_15000ms,MFE_30000ms,MAE_30000ms,MFE_60000ms,MAE_60000ms,MFE_120000ms,MAE_120000ms,MFE_300000ms,MAE_300000ms
A,SHORT,2026-09-18T13:09:08.296Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
B,SHORT,2026-09-18T13:09:08.296Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
C,SHORT,2026-09-18T13:09:08.296Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
D,SHORT,2026-09-18T13:09:08.296Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
A,SHORT,2026-09-18T13:09:09.811Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
C,SHORT,2026-09-18T13:09:09.811Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
A,SHORT,2026-09-18T13:09:15.383Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
C,SHORT,2026-09-18T13:09:15.383Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
A,SHORT,2026-09-18T13:09:31.127Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.01894,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
C,SHORT,2026-09-18T13:09:31.127Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.01894,0.01894,0.01894,0.01894,0.01894,0.02840,0.03787,0.02840
A,LONG,2026-09-18T13:09:39.772Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.04733,0.00000,0.04733,0.00000,0.04733,0.00000,0.06626
C,LONG,2026-09-18T13:09:39.772Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.04733,0.00000,0.04733,0.00000,0.04733,0.00000,0.06626
A,LONG,2026-09-18T13:09:48.436Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.04733,0.00000,0.04733,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
B,LONG,2026-09-18T13:09:48.436Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.04733,0.00000,0.04733,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
C,LONG,2026-09-18T13:09:48.436Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.04733,0.00000,0.04733,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
D,LONG,2026-09-18T13:09:48.436Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.04733,0.00000,0.04733,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
A,LONG,2026-09-18T13:10:02.128Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00947,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
B,LONG,2026-09-18T13:10:02.128Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00947,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
C,LONG,2026-09-18T13:10:02.128Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00947,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
D,LONG,2026-09-18T13:10:02.128Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00947,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
A,SHORT,2026-09-18T13:10:04.165Z,105.59,0.00947,0.05682,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00000,0.04735,0.00000,0.05682,0.00000,0.05682,0.00947,0.05682
B,SHORT,2026-09-18T13:10:04.165Z,105.59,0.00947,0.05682,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00000,0.04735,0.00000,0.05682,0.00000,0.05682,0.00947,0.05682
C,SHORT,2026-09-18T13:10:04.165Z,105.59,0.00947,0.05682,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00000,0.04735,0.00000,0.05682,0.00000,0.05682,0.00947,0.05682
D,SHORT,2026-09-18T13:10:04.165Z,105.59,0.00947,0.05682,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00000,0.04735,0.00000,0.05682,0.00000,0.05682,0.00947,0.05682
A,LONG,2026-09-18T13:10:06.174Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.02841,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
C,LONG,2026-09-18T13:10:06.174Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.02841,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
B,LONG,2026-09-18T13:10:08.174Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.02841,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
D,LONG,2026-09-18T13:10:08.174Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.02841,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
A,LONG,2026-09-18T13:10:13.730Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.02840,0.01894,0.02840,0.01894,0.02840,0.01894,0.03787,0.01894,0.04734
C,LONG,2026-09-18T13:10:13.730Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.02840,0.01894,0.02840,0.01894,0.02840,0.01894,0.03787,0.01894,0.04734
A,SHORT,2026-09-18T13:10:18.795Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.02841,0.00947,0.03788,0.00947,0.03788,0.01894,0.03788,0.02841,0.03788
B,SHORT,2026-09-18T13:10:18.795Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.02841,0.00947,0.03788,0.00947,0.03788,0.01894,0.03788,0.02841,0.03788
C,SHORT,2026-09-18T13:10:18.795Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.02841,0.00947,0.03788,0.00947,0.03788,0.01894,0.03788,0.02841,0.03788
D,SHORT,2026-09-18T13:10:18.795Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.02841,0.00947,0.03788,0.00947,0.03788,0.01894,0.03788,0.02841,0.03788
A,SHORT,2026-09-18T13:10:19.818Z,105.6,0.01894,0.04735,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.03788,0.00000,0.04735,0.00000,0.04735,0.00947,0.04735,0.01894,0.04735
C,SHORT,2026-09-18T13:10:19.818Z,105.6,0.01894,0.04735,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.03788,0.00000,0.04735,0.00000,0.04735,0.00947,0.04735,0.01894,0.04735
A,LONG,2026-09-18T13:10:27.429Z,105.6,0.03788,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.03788,0.00947,0.03788,0.00947,0.03788,0.00947,0.03788,0.00947,0.03788,0.01894,0.03788,0.02841
C,LONG,2026-09-18T13:10:27.429Z,105.6,0.03788,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.03788,0.00947,0.03788,0.00947,0.03788,0.00947,0.03788,0.00947,0.03788,0.01894,0.03788,0.02841
A,LONG,2026-09-18T13:10:29.476Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.02841,0.00947,0.02841,0.00947,0.02841,0.00947,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
C,LONG,2026-09-18T13:10:29.476Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.02841,0.00947,0.02841,0.00947,0.02841,0.00947,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788
A,LONG,2026-09-18T13:10:30.479Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.02840,0.01894,0.03787,0.01894,0.04734
B,LONG,2026-09-18T13:10:30.479Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.02840,0.01894,0.03787,0.01894,0.04734
C,LONG,2026-09-18T13:10:30.479Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.02840,0.01894,0.03787,0.01894,0.04734
D,LONG,2026-09-18T13:10:30.479Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.02840,0.01894,0.03787,0.01894,0.04734
A,SHORT,2026-09-18T13:10:31.485Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02840,0.00000,0.02840,0.00000,0.02840,0.00000,0.02840,0.01894,0.02840,0.02840,0.02840,0.03787,0.02840
A,LONG,2026-09-18T13:10:32.494Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
B,LONG,2026-09-18T13:10:32.494Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
C,LONG,2026-09-18T13:10:32.494Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
D,LONG,2026-09-18T13:10:32.494Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
A,LONG,2026-09-18T13:10:33.513Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
C,LONG,2026-09-18T13:10:33.513Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
B,LONG,2026-09-18T13:10:34.008Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
D,LONG,2026-09-18T13:10:34.008Z,105.64,0.00000,0.06626,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.04733,0.00000,0.05680,0.00000,0.06626
A,LONG,2026-09-18T13:10:36.025Z,105.65,0.00000,0.07572,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01893,0.00000,0.01893,0.00000,0.03786,0.00000,0.05679,0.00000,0.06626,0.00000,0.07572
C,LONG,2026-09-18T13:10:36.025Z,105.65,0.00000,0.07572,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01893,0.00000,0.01893,0.00000,0.03786,0.00000,0.05679,0.00000,0.06626,0.00000,0.07572
A,SHORT,2026-09-18T13:10:47.655Z,105.63,0.04734,0.01893,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.04734,0.01893
C,SHORT,2026-09-18T13:10:47.655Z,105.63,0.04734,0.01893,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.04734,0.01893
A,SHORT,2026-09-18T13:10:54.270Z,105.63,0.04734,0.01893,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.00947,0.04734,0.01893
C,SHORT,2026-09-18T13:10:54.270Z,105.63,0.04734,0.01893,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.00947,0.04734,0.01893
A,SHORT,2026-09-18T13:10:55.270Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00947,0.01894,0.01894,0.01894,0.01894,0.01894,0.02841,0.03788
C,SHORT,2026-09-18T13:10:55.270Z,105.61,0.02841,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00947,0.01894,0.01894,0.01894,0.01894,0.01894,0.02841,0.03788
A,LONG,2026-09-18T13:10:57.793Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.02840,0.00000,0.03787,0.00000,0.03787,0.01894,0.04734
B,LONG,2026-09-18T13:10:57.793Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.02840,0.00000,0.03787,0.00000,0.03787,0.01894,0.04734
C,LONG,2026-09-18T13:10:57.793Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.02840,0.00000,0.03787,0.00000,0.03787,0.01894,0.04734
D,LONG,2026-09-18T13:10:57.793Z,105.62,0.01894,0.04734,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02840,0.00000,0.02840,0.00000,0.03787,0.00000,0.03787,0.01894,0.04734
B,LONG,2026-09-18T13:10:59.319Z,105.63,0.00947,0.05680,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.03787,0.00000,0.03787,0.00000,0.04734,0.00000,0.04734,0.00947,0.05680
D,LONG,2026-09-18T13:10:59.319Z,105.63,0.00947,0.05680,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.03787,0.00000,0.03787,0.00000,0.04734,0.00000,0.04734,0.00947,0.05680
A,SHORT,2026-09-18T13:11:02.335Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.02840
C,SHORT,2026-09-18T13:11:02.335Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.02840
B,SHORT,2026-09-18T13:11:02.867Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.02840
D,SHORT,2026-09-18T13:11:02.867Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.02840
A,SHORT,2026-09-18T13:11:09.934Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.02840
C,SHORT,2026-09-18T13:11:09.934Z,105.62,0.03787,0.02840,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.02840
B,SHORT,2026-09-18T13:11:11.973Z,105.61,0.02841,0.03788,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.01894,0.01894,0.01894,0.01894,0.02841,0.03788
D,SHORT,2026-09-18T13:11:11.973Z,105.61,0.02841,0.03788,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.01894,0.01894,0.01894,0.01894,0.02841,0.03788
A,LONG,2026-09-18T13:11:15.515Z,105.6,0.05682,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.01894,0.01894,0.02841,0.05682,0.02841
C,LONG,2026-09-18T13:11:15.515Z,105.6,0.05682,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.01894,0.01894,0.02841,0.05682,0.02841
B,LONG,2026-09-18T13:11:16.027Z,105.6,0.05682,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.01894,0.01894,0.02841,0.05682,0.02841
D,LONG,2026-09-18T13:11:16.027Z,105.6,0.05682,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.01894,0.01894,0.02841,0.05682,0.02841
A,LONG,2026-09-18T13:11:22.590Z,105.61,0.05681,0.03788,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.00947,0.02841,0.00947,0.03788,0.05681,0.03788
C,LONG,2026-09-18T13:11:22.590Z,105.61,0.05681,0.03788,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.00947,0.02841,0.00947,0.03788,0.05681,0.03788
A,LONG,2026-09-18T13:11:27.151Z,105.63,0.10414,0.05680,0.00000,0.00947,0.00000,0.00947,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.04734,0.00000,0.04734,0.00000,0.05680,0.10414,0.05680
C,LONG,2026-09-18T13:11:27.151Z,105.63,0.10414,0.05680,0.00000,0.00947,0.00000,0.00947,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.04734,0.00000,0.04734,0.00000,0.05680,0.10414,0.05680
A,LONG,2026-09-18T13:11:28.659Z,105.63,0.12307,0.05680,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.04734,0.00000,0.04734,0.00000,0.05680,0.12307,0.05680
C,LONG,2026-09-18T13:11:28.659Z,105.63,0.12307,0.05680,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.01893,0.00000,0.04734,0.00000,0.04734,0.00000,0.05680,0.12307,0.05680
A,LONG,2026-09-18T13:11:29.666Z,105.62,0.13255,0.04734,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.03787,0.00000,0.03787,0.00000,0.04734,0.13255,0.04734
A,LONG,2026-09-18T13:11:34.209Z,105.63,0.14201,0.05680,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.04734,0.00000,0.04734,0.00000,0.04734,0.00000,0.05680,0.14201,0.05680
C,LONG,2026-09-18T13:11:34.209Z,105.63,0.14201,0.05680,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.04734,0.00000,0.04734,0.00000,0.04734,0.00000,0.05680,0.14201,0.05680
A,SHORT,2026-09-18T13:11:38.787Z,105.62,0.03787,0.16095,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.16095
C,SHORT,2026-09-18T13:11:38.787Z,105.62,0.03787,0.16095,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.16095
A,SHORT,2026-09-18T13:11:39.790Z,105.62,0.03787,0.16095,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.16095
C,SHORT,2026-09-18T13:11:39.790Z,105.62,0.03787,0.16095,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.16095
A,SHORT,2026-09-18T13:11:47.395Z,105.62,0.03787,0.16095,0.00000,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.16095
B,SHORT,2026-09-18T13:11:47.395Z,105.62,0.03787,0.16095,0.00000,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.16095
C,SHORT,2026-09-18T13:11:47.395Z,105.62,0.03787,0.16095,0.00000,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.16095
D,SHORT,2026-09-18T13:11:47.395Z,105.62,0.03787,0.16095,0.00000,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.03787,0.00947,0.03787,0.16095
A,SHORT,2026-09-18T13:11:50.416Z,105.59,0.00947,0.18941,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00947,0.03788,0.00947,0.18941
B,SHORT,2026-09-18T13:11:50.416Z,105.59,0.00947,0.18941,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00947,0.03788,0.00947,0.18941
A,SHORT,2026-09-18T13:11:52.424Z,105.58,0.00000,0.19890,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00000,0.03789,0.00000,0.03789,0.00000,0.04736,0.00000,0.19890
C,SHORT,2026-09-18T13:11:52.424Z,105.58,0.00000,0.19890,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00000,0.03789,0.00000,0.03789,0.00000,0.04736,0.00000,0.19890
