candidate,direction,timestamp,entryPrice,MFE_Pct,MAE_Pct,MFE_1000ms,MAE_1000ms,MFE_2000ms,MAE_2000ms,MFE_3000ms,MAE_3000ms,MFE_5000ms,MAE_5000ms,MFE_10000ms,MAE_10000ms,MFE_15000ms,MAE_15000ms,MFE_30000ms,MAE_30000ms,MFE_60000ms,MAE_60000ms,MFE_120000ms,MAE_120000ms,MFE_300000ms,MAE_300000ms
B,LONG,2026-09-18T13:20:17.428Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.05666,0.00944,0.08499,0.00944,0.12276,0.05666
C,LONG,2026-09-18T13:20:17.428Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.05666,0.00944,0.08499,0.00944,0.12276,0.05666
D,LONG,2026-09-18T13:20:17.428Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.05666,0.00944,0.08499,0.00944,0.12276,0.05666
A,LONG,2026-09-18T13:20:20.981Z,105.91,0.11330,0.06609,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.01888,0.00944,0.01888,0.01888,0.01888,0.04721,0.01888,0.07554,0.01888,0.11330,0.06609
C,LONG,2026-09-18T13:20:20.981Z,105.91,0.11330,0.06609,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.01888,0.00944,0.01888,0.01888,0.01888,0.04721,0.01888,0.07554,0.01888,0.11330,0.06609
B,LONG,2026-09-18T13:20:23.007Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.02832,0.00000,0.02832,0.00944,0.02832,0.03776,0.02832,0.06609,0.02832,0.10385,0.07553
D,LONG,2026-09-18T13:20:23.007Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.02832,0.00000,0.02832,0.00944,0.02832,0.03776,0.02832,0.06609,0.02832,0.10385,0.07553
A,SHORT,2026-09-18T13:20:24.517Z,105.91,0.05665,0.12275,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02833,0.00944,0.05665,0.00944,0.08498,0.05665,0.12275
B,SHORT,2026-09-18T13:20:24.517Z,105.91,0.05665,0.12275,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02833,0.00944,0.05665,0.00944,0.08498,0.05665,0.12275
C,SHORT,2026-09-18T13:20:24.517Z,105.91,0.05665,0.12275,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02833,0.00944,0.05665,0.00944,0.08498,0.05665,0.12275
D,SHORT,2026-09-18T13:20:24.517Z,105.91,0.05665,0.12275,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02833,0.00944,0.05665,0.00944,0.08498,0.05665,0.12275
B,SHORT,2026-09-18T13:20:27.049Z,105.91,0.05665,0.12275,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02833,0.00944,0.05665,0.00944,0.08498,0.05665,0.12275
D,SHORT,2026-09-18T13:20:27.049Z,105.91,0.05665,0.12275,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02833,0.00944,0.05665,0.00944,0.08498,0.05665,0.12275
A,LONG,2026-09-18T13:20:32.101Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.02833,0.00944,0.06610,0.00944,0.08499,0.00944,0.12276,0.05666
C,LONG,2026-09-18T13:20:32.101Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.02833,0.00944,0.06610,0.00944,0.08499,0.00944,0.12276,0.05666
A,LONG,2026-09-18T13:20:38.684Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.02833,0.00944,0.05666,0.00944,0.07554,0.00944,0.08499,0.00944,0.12276,0.05666
B,LONG,2026-09-18T13:20:38.684Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.02833,0.00944,0.05666,0.00944,0.07554,0.00944,0.08499,0.00944,0.12276,0.05666
C,LONG,2026-09-18T13:20:38.684Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.02833,0.00944,0.05666,0.00944,0.07554,0.00944,0.08499,0.00944,0.12276,0.05666
D,LONG,2026-09-18T13:20:38.684Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.02833,0.00944,0.05666,0.00944,0.07554,0.00944,0.08499,0.00944,0.12276,0.05666
A,LONG,2026-09-18T13:20:40.730Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.02833,0.00944,0.05666,0.00944,0.07554,0.00944,0.08499,0.00944,0.12276,0.05666
C,LONG,2026-09-18T13:20:40.730Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.02833,0.00944,0.05666,0.00944,0.07554,0.00944,0.08499,0.00944,0.12276,0.05666
B,LONG,2026-09-18T13:20:41.748Z,105.91,0.11330,0.06609,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01888,0.00944,0.01888,0.00944,0.04721,0.00944,0.06609,0.00944,0.07554,0.00944,0.11330,0.06609
D,LONG,2026-09-18T13:20:41.748Z,105.91,0.11330,0.06609,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01888,0.00944,0.01888,0.00944,0.04721,0.00944,0.06609,0.00944,0.07554,0.00944,0.11330,0.06609
A,LONG,2026-09-18T13:20:47.284Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.03776,0.00944,0.05665,0.00944,0.06609,0.00944,0.10385,0.07553
C,LONG,2026-09-18T13:20:47.284Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.03776,0.00944,0.05665,0.00944,0.06609,0.00944,0.10385,0.07553
B,LONG,2026-09-18T13:20:49.824Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02832,0.00944,0.03776,0.00944,0.05665,0.00944,0.07553,0.00944,0.10385,0.07553
D,LONG,2026-09-18T13:20:49.824Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02832,0.00944,0.03776,0.00944,0.05665,0.00944,0.07553,0.00944,0.10385,0.07553
A,SHORT,2026-09-18T13:20:54.879Z,105.93,0.07552,0.10384,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02832,0.00944,0.03776,0.00944,0.03776,0.00944,0.05664,0.00944,0.08496,0.07552,0.10384
C,SHORT,2026-09-18T13:20:54.879Z,105.93,0.07552,0.10384,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02832,0.00944,0.03776,0.00944,0.03776,0.00944,0.05664,0.00944,0.08496,0.07552,0.10384
A,LONG,2026-09-18T13:20:58.922Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.02832,0.00944,0.03776,0.00944,0.03776,0.00944,0.03776,0.00944,0.05665,0.00944,0.10385,0.00944,0.10385,0.07553
C,LONG,2026-09-18T13:20:58.922Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.02832,0.00944,0.03776,0.00944,0.03776,0.00944,0.03776,0.00944,0.05665,0.00944,0.10385,0.00944,0.10385,0.07553
B,LONG,2026-09-18T13:20:59.932Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.02832,0.00944,0.03776,0.00944,0.03776,0.00944,0.03776,0.00944,0.05665,0.00944,0.10385,0.00944,0.10385,0.07553
D,LONG,2026-09-18T13:20:59.932Z,105.92,0.10385,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.02832,0.00944,0.03776,0.00944,0.03776,0.00944,0.03776,0.00944,0.05665,0.00944,0.10385,0.00944,0.10385,0.07553
B,LONG,2026-09-18T13:21:02.963Z,105.95,0.07551,0.10382,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.02832,0.00944,0.02832,0.00944,0.07551,0.00944,0.07551,0.10382
D,LONG,2026-09-18T13:21:02.963Z,105.95,0.07551,0.10382,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.02832,0.00944,0.02832,0.00944,0.07551,0.00944,0.07551,0.10382
A,SHORT,2026-09-18T13:21:06.523Z,105.95,0.09438,0.08495,0.00000,0.00944,0.00000,0.01888,0.00000,0.01888,0.00000,0.01888,0.00000,0.01888,0.00000,0.01888,0.00000,0.03775,0.00000,0.03775,0.00000,0.08495,0.09438,0.08495
C,SHORT,2026-09-18T13:21:06.523Z,105.95,0.09438,0.08495,0.00000,0.00944,0.00000,0.01888,0.00000,0.01888,0.00000,0.01888,0.00000,0.01888,0.00000,0.01888,0.00000,0.03775,0.00000,0.03775,0.00000,0.08495,0.09438,0.08495
A,LONG,2026-09-18T13:21:08.031Z,105.97,0.05662,0.12268,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01887,0.00000,0.01887,0.00944,0.01887,0.01887,0.01887,0.05662,0.01887,0.05662,0.12268
C,LONG,2026-09-18T13:21:08.031Z,105.97,0.05662,0.12268,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01887,0.00000,0.01887,0.00944,0.01887,0.01887,0.01887,0.05662,0.01887,0.05662,0.12268
A,SHORT,2026-09-18T13:21:09.532Z,105.96,0.10381,0.07550,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02831,0.00000,0.03775,0.00000,0.07550,0.10381,0.07550
C,SHORT,2026-09-18T13:21:09.532Z,105.96,0.10381,0.07550,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02831,0.00000,0.03775,0.00000,0.07550,0.10381,0.07550
A,LONG,2026-09-18T13:21:16.642Z,105.96,0.06606,0.11325,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.01888,0.00944,0.02831,0.00944,0.06606,0.00944,0.06606,0.11325
B,LONG,2026-09-18T13:21:16.642Z,105.96,0.06606,0.11325,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.01888,0.00944,0.02831,0.00944,0.06606,0.00944,0.06606,0.11325
A,LONG,2026-09-18T13:21:31.313Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02831,0.00000,0.02831,0.00944,0.02831,0.04718,0.07549,0.04718,0.13210
B,LONG,2026-09-18T13:21:31.313Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02831,0.00000,0.02831,0.00944,0.02831,0.04718,0.07549,0.04718,0.13210
C,LONG,2026-09-18T13:21:31.313Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02831,0.00000,0.02831,0.00944,0.02831,0.04718,0.07549,0.04718,0.13210
D,LONG,2026-09-18T13:21:31.313Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02831,0.00000,0.02831,0.00944,0.02831,0.04718,0.07549,0.04718,0.13210
A,SHORT,2026-09-18T13:21:41.461Z,105.97,0.11324,0.06606,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02831,0.00944,0.02831,0.11324,0.06606,0.11324,0.06606
B,SHORT,2026-09-18T13:21:41.461Z,105.97,0.11324,0.06606,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02831,0.00944,0.02831,0.11324,0.06606,0.11324,0.06606
C,SHORT,2026-09-18T13:21:41.461Z,105.97,0.11324,0.06606,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02831,0.00944,0.02831,0.11324,0.06606,0.11324,0.06606
D,SHORT,2026-09-18T13:21:41.461Z,105.97,0.11324,0.06606,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02831,0.00944,0.02831,0.11324,0.06606,0.11324,0.06606
A,SHORT,2026-09-18T13:21:50.057Z,105.95,0.09438,0.08495,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02832,0.00000,0.02832,0.00000,0.04719,0.00000,0.05663,0.09438,0.08495,0.09438,0.08495
B,SHORT,2026-09-18T13:21:50.057Z,105.95,0.09438,0.08495,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02832,0.00000,0.02832,0.00000,0.04719,0.00000,0.05663,0.09438,0.08495,0.09438,0.08495
C,SHORT,2026-09-18T13:21:50.057Z,105.95,0.09438,0.08495,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02832,0.00000,0.02832,0.00000,0.04719,0.00000,0.05663,0.09438,0.08495,0.09438,0.08495
D,SHORT,2026-09-18T13:21:50.057Z,105.95,0.09438,0.08495,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02832,0.00000,0.02832,0.00000,0.04719,0.00000,0.05663,0.09438,0.08495,0.09438,0.08495
A,LONG,2026-09-18T13:21:56.117Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01887,0.00944,0.01887,0.00944,0.01887,0.02831,0.01887,0.04718,0.13210,0.04718,0.13210
C,LONG,2026-09-18T13:21:56.117Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01887,0.00944,0.01887,0.00944,0.01887,0.02831,0.01887,0.04718,0.13210,0.04718,0.13210
B,LONG,2026-09-18T13:21:56.609Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01887,0.00000,0.01887,0.00944,0.01887,0.00944,0.01887,0.02831,0.01887,0.04718,0.13210,0.04718,0.13210
D,LONG,2026-09-18T13:21:56.609Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01887,0.00000,0.01887,0.00944,0.01887,0.00944,0.01887,0.02831,0.01887,0.04718,0.13210,0.04718,0.13210
A,SHORT,2026-09-18T13:22:00.158Z,105.97,0.11324,0.06606,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02831,0.00000,0.02831,0.00000,0.02831,0.00000,0.06606,0.11324,0.06606,0.11324,0.06606
C,SHORT,2026-09-18T13:22:00.158Z,105.97,0.11324,0.06606,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02831,0.00000,0.02831,0.00000,0.02831,0.00000,0.06606,0.11324,0.06606,0.11324,0.06606
B,SHORT,2026-09-18T13:22:01.166Z,105.96,0.10381,0.07550,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.01888,0.00000,0.03775,0.00000,0.03775,0.00000,0.03775,0.00000,0.07550,0.10381,0.07550,0.10381,0.07550
D,SHORT,2026-09-18T13:22:01.166Z,105.96,0.10381,0.07550,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.01888,0.00000,0.03775,0.00000,0.03775,0.00000,0.03775,0.00000,0.07550,0.10381,0.07550,0.10381,0.07550
A,LONG,2026-09-18T13:22:03.694Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.01887,0.04718,0.01887,0.04718,0.13210,0.04718,0.13210
C,LONG,2026-09-18T13:22:03.694Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.01887,0.04718,0.01887,0.04718,0.13210,0.04718,0.13210
A,LONG,2026-09-18T13:22:08.236Z,106,0.02830,0.15094,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.01887,0.00000,0.03774,0.02830,0.03774,0.02830,0.15094,0.02830,0.15094
C,LONG,2026-09-18T13:22:08.236Z,106,0.02830,0.15094,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.01887,0.00000,0.03774,0.02830,0.03774,0.02830,0.15094,0.02830,0.15094
A,LONG,2026-09-18T13:22:10.268Z,106,0.02830,0.15094,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.03774,0.00000,0.03774,0.02830,0.03774,0.02830,0.15094,0.02830,0.15094
C,LONG,2026-09-18T13:22:10.268Z,106,0.02830,0.15094,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.03774,0.00000,0.03774,0.02830,0.03774,0.02830,0.15094,0.02830,0.15094
A,LONG,2026-09-18T13:22:12.767Z,106,0.02830,0.15094,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.01887,0.00000,0.03774,0.00000,0.03774,0.02830,0.03774,0.02830,0.15094,0.02830,0.15094
C,LONG,2026-09-18T13:22:12.767Z,106,0.02830,0.15094,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.01887,0.00000,0.03774,0.00000,0.03774,0.02830,0.03774,0.02830,0.15094,0.02830,0.15094
A,SHORT,2026-09-18T13:22:20.849Z,105.98,0.12266,0.05661,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02831,0.00944,0.05661,0.12266,0.05661,0.12266,0.05661
B,SHORT,2026-09-18T13:22:20.849Z,105.98,0.12266,0.05661,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02831,0.00944,0.05661,0.12266,0.05661,0.12266,0.05661
C,SHORT,2026-09-18T13:22:20.849Z,105.98,0.12266,0.05661,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02831,0.00944,0.05661,0.12266,0.05661,0.12266,0.05661
D,SHORT,2026-09-18T13:22:20.849Z,105.98,0.12266,0.05661,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02831,0.00944,0.05661,0.12266,0.05661,0.12266,0.05661
A,SHORT,2026-09-18T13:22:25.390Z,105.96,0.10381,0.07550,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.01888,0.00000,0.02831,0.00000,0.03775,0.00000,0.05663,0.04719,0.07550,0.10381,0.07550,0.10381,0.07550
C,SHORT,2026-09-18T13:22:25.390Z,105.96,0.10381,0.07550,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.01888,0.00000,0.02831,0.00000,0.03775,0.00000,0.05663,0.04719,0.07550,0.10381,0.07550,0.10381,0.07550
A,LONG,2026-09-18T13:22:30.997Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.04718,0.00944,0.04718,0.07549,0.04718,0.13210,0.04718,0.13210
B,LONG,2026-09-18T13:22:30.997Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.04718,0.00944,0.04718,0.07549,0.04718,0.13210,0.04718,0.13210
C,LONG,2026-09-18T13:22:30.997Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.04718,0.00944,0.04718,0.07549,0.04718,0.13210,0.04718,0.13210
D,LONG,2026-09-18T13:22:30.997Z,105.98,0.04718,0.13210,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.04718,0.00944,0.04718,0.07549,0.04718,0.13210,0.04718,0.13210
A,LONG,2026-09-18T13:22:36.043Z,105.99,0.03774,0.14152,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00943,0.00943,0.03774,0.00943,0.03774,0.10378,0.03774,0.14152,0.03774,0.14152
C,LONG,2026-09-18T13:22:36.043Z,105.99,0.03774,0.14152,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00943,0.00943,0.03774,0.00943,0.03774,0.10378,0.03774,0.14152,0.03774,0.14152
A,LONG,2026-09-18T13:22:40.303Z,106,0.02830,0.15094,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00943,0.00943,0.02830,0.00943,0.02830,0.15094,0.02830,0.15094,0.02830,0.15094
C,LONG,2026-09-18T13:22:40.303Z,106,0.02830,0.15094,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00943,0.00943,0.02830,0.00943,0.02830,0.15094,0.02830,0.15094,0.02830,0.15094
A,SHORT,2026-09-18T13:22:49.743Z,106,0.14151,0.03774,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.01887,0.00000,0.03774,0.00000,0.03774,0.00000,0.03774,0.14151,0.03774,0.14151,0.03774,0.14151,0.03774
A,SHORT,2026-09-18T13:22:52.293Z,106,0.14151,0.03774,0.00000,0.00943,0.00000,0.01887,0.00000,0.01887,0.00000,0.01887,0.00000,0.03774,0.00000,0.03774,0.08491,0.03774,0.14151,0.03774,0.14151,0.03774,0.14151,0.03774
C,SHORT,2026-09-18T13:22:52.293Z,106,0.14151,0.03774,0.00000,0.00943,0.00000,0.01887,0.00000,0.01887,0.00000,0.01887,0.00000,0.03774,0.00000,0.03774,0.08491,0.03774,0.14151,0.03774,0.14151,0.03774,0.14151,0.03774
A,LONG,2026-09-18T13:22:54.342Z,106.02,0.00943,0.16978,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.11319,0.00943,0.16978,0.00943,0.16978,0.00943,0.16978
C,LONG,2026-09-18T13:22:54.342Z,106.02,0.00943,0.16978,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.11319,0.00943,0.16978,0.00943,0.16978,0.00943,0.16978
B,LONG,2026-09-18T13:22:56.885Z,106.02,0.00943,0.16978,0.00000,0.00943,0.00000,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.11319,0.00943,0.16978,0.00943,0.16978,0.00943,0.16978
D,LONG,2026-09-18T13:22:56.885Z,106.02,0.00943,0.16978,0.00000,0.00943,0.00000,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.00943,0.11319,0.00943,0.16978,0.00943,0.16978,0.00943,0.16978
B,LONG,2026-09-18T13:22:58.409Z,106.03,0.00000,0.17919,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.12261,0.00000,0.17919,0.00000,0.17919,0.00000,0.17919
D,LONG,2026-09-18T13:22:58.409Z,106.03,0.00000,0.17919,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.12261,0.00000,0.17919,0.00000,0.17919,0.00000,0.17919
A,LONG,2026-09-18T13:22:59.952Z,106.04,0.00000,0.18861,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.13203,0.00000,0.18861,0.00000,0.18861,0.00000,0.18861
C,LONG,2026-09-18T13:22:59.952Z,106.04,0.00000,0.18861,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.00943,0.00000,0.13203,0.00000,0.18861,0.00000,0.18861,0.00000,0.18861
A,LONG,2026-09-18T13:23:21.874Z,105.91,0.00000,0.06609,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.06609,0.00000,0.06609,0.00000,0.06609,0.00000,0.06609
B,LONG,2026-09-18T13:23:21.874Z,105.91,0.00000,0.06609,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.06609,0.00000,0.06609,0.00000,0.06609,0.00000,0.06609
A,SHORT,2026-09-18T13:23:22.407Z,105.91,0.05665,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01888,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944
C,SHORT,2026-09-18T13:23:22.407Z,105.91,0.05665,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01888,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944
