candidate,TP,SL,feePct,totalSignals,actualEntries,ignoredSignals,completedTrades,longEntries,shortEntries,tpHits,slHits,bailoutHits,openAtSessionEnd,winRate,avgHoldMs,medianHoldMs,maxHoldMs,grossPnlUsdt,feesUsdt,netPnlUsdt,startEqUsdt,endEqUsdt,maxDrawdownUsdt,tradesPerHour
B,0.1,0.5,0.00075,96,96,0,56,68,28,56,0,0,40,1,169311.89285714287,141473,399672,0.935199999999988,1.2438741000000004,-0.3086741000000124,3.488372093023256,3.1796979930232396,0.30867410000001616,224
B,0.1,0.5,0.0005,96,96,0,56,68,28,56,0,0,40,1,169311.89285714287,141473,399672,0.935199999999988,0.8292493999999998,0.10595059999998824,3.488372093023256,3.594322693023242,0,224
B,0.15,0.1,0.001,96,25,71,25,16,9,16,9,0,0,0.64,313383,313237,497009,0.18060000000000487,0.7398202,-0.5592201999999952,3.488372093023256,2.9291518930232607,0.5592201999999951,100
B,0.15,0.1,0.00075,96,40,56,40,27,13,27,13,0,0,0.675,267719.375,237786,497009,0.35560000000000697,0.8878317000000003,-0.5322316999999934,3.488372093023256,2.956140393023266,0.5322316999999899,160
B,0.15,0.1,0.0005,96,87,9,69,62,25,42,27,0,18,0.6086956521739131,208571.3768115942,194606,497009,0.4704000000000037,1.0215996000000003,-0.5511995999999966,3.488372093023256,2.937172493023255,0.5511996000000008,276
B,0.15,0.15,0.001,96,25,71,25,16,9,16,9,0,0,0.64,314480.76,316135,497009,0.15820000000000534,0.7398426,-0.5816425999999947,3.488372093023256,2.906729493023261,0.581642599999995,100
B,0.15,0.15,0.00075,96,40,56,40,27,13,27,13,0,0,0.675,271053.2,237786,497009,0.31780000000000946,0.8878600500000005,-0.570060049999991,3.488372093023256,2.9183120430232683,0.5700600499999875,160
B,0.15,0.15,0.0005,96,96,0,61,68,28,42,19,0,35,0.6885245901639344,224824.16393442624,214914,497009,0.5180000000000065,0.9029846,-0.38498459999999357,3.488372093023256,3.103387493023258,0.3849845999999979,244
B,0.15,0.2,0.001,96,22,74,22,15,7,15,7,0,0,0.6818181818181818,364575.4090909091,387160,546259,0.114800000000005,0.6511344,-0.536334399999995,3.488372093023256,2.9520376930232595,0.5363343999999963,88
B,0.15,0.2,0.00075,96,26,70,26,16,10,16,10,0,0,0.6153846153846154,348974.1153846154,375029,546259,0.04200000000000555,0.5771472000000002,-0.5351471999999946,3.488372093023256,2.953224893023263,0.5351471999999928,104
B,0.15,0.2,0.0005,96,96,0,57,68,28,42,15,0,39,0.7368421052631579,255604.54385964913,220958,546259,0.4718000000000027,0.8437302999999998,-0.3719302999999971,3.488372093023256,3.1164417930232546,0.433966399999997,228
B,0.15,0.25,0.001,96,16,80,16,9,7,9,7,0,0,0.5625,427813.375,443282,566959,-0.06579999999999786,0.47363260000000007,-0.5394325999999979,3.488372093023256,2.948939493023257,0.5394325999999987,64
B,0.15,0.25,0.00075,96,25,71,25,16,9,16,9,0,0,0.64,357715.2,382448,566959,0.01680000000000461,0.5549880000000001,-0.5381879999999956,3.488372093023256,2.9501840930232617,0.5381879999999941,100
B,0.15,0.25,0.0005,96,49,47,49,34,15,34,15,0,0,0.6938775510204082,272473.3469387755,237786,566959,0.1918000000000026,0.7252161,-0.5334160999999974,3.488372093023256,2.9549559930232565,0.5334160999999993,196
B,0.15,0.3,0.001,96,16,80,16,9,7,9,7,0,0,0.5625,461044.9375,452951,659568,-0.11619999999999979,0.4736830000000002,-0.5898829999999999,3.488372093023256,2.8984890930232563,0.5898829999999995,64
B,0.15,0.3,0.00075,96,23,73,23,15,8,15,8,0,0,0.6521739130434783,391647.7826086957,388494,659568,-0.023799999999998277,0.5106265500000001,-0.5344265499999984,3.488372093023256,2.9539455430232584,0.5344265499999974,92
B,0.15,0.3,0.0005,96,27,69,27,16,11,16,11,0,0,0.5925925925925926,382954.9259259259,382448,659568,-0.1372000000000006,0.39963980000000004,-0.5368398000000006,3.488372093023256,2.9515322930232544,0.5368398000000014,108
B,0.15,0.5,0.001,96,96,0,42,68,28,42,0,0,54,1,228754.85714285713,216966,497009,0.9477999999999999,1.2434113999999998,-0.29561139999999997,3.488372093023256,3.1927606930232537,0.2956114000000021,168
B,0.15,0.5,0.00075,96,96,0,42,68,28,42,0,0,54,1,228754.85714285713,216966,497009,0.9477999999999999,0.9325585500000004,0.015241449999999435,3.488372093023256,3.503613543023258,0,168
B,0.15,0.5,0.0005,96,96,0,42,68,28,42,0,0,54,1,228754.85714285713,216966,497009,0.9477999999999999,0.6217056999999999,0.32609429999999995,3.488372093023256,3.814466393023252,0,168
B,0.2,0.1,0.001,96,37,59,37,25,12,25,12,0,0,0.6756756756756757,319526.64864864864,306633,506625,0.5599999999999881,1.0952172000000002,-0.5352172000000122,3.488372093023256,2.9531548930232425,0.5352172000000133,148
B,0.2,0.1,0.00075,96,79,17,64,58,21,41,23,0,15,0.640625,261358.296875,274794,506625,0.883399999999982,1.4214469500000004,-0.5380469500000185,3.488372093023256,2.950325143023238,0.5380469500000178,256
B,0.2,0.1,0.0005,96,96,0,69,68,28,41,28,0,27,0.5942028985507246,247396.79710144928,247402,506625,0.802199999999984,1.0217893000000002,-0.2195893000000162,3.488372093023256,3.2687827930232376,0.39719679999999835,276
B,0.2,0.15,0.001,96,27,69,27,16,11,16,11,0,0,0.5925925925925926,352436.1111111111,327755,506625,0.26459999999999406,0.7991802,-0.534580200000006,3.488372093023256,2.9537918930232485,0.5345802000000073,108
B,0.2,0.15,0.00075,96,96,0,60,68,28,41,19,0,36,0.6833333333333333,272829.38333333336,276865,506625,0.8679999999999861,1.3325088000000003,-0.46450880000001415,3.488372093023256,3.023863293023243,0.4645088000000128,240
B,0.2,0.15,0.0005,96,96,0,60,68,28,41,19,0,36,0.6833333333333333,272829.38333333336,276865,506625,0.8679999999999861,0.8883391999999998,-0.020339200000013657,3.488372093023256,3.46803289302324,0.15977290000000277,240
B,0.2,0.2,0.001,96,26,70,26,16,10,16,10,0,0,0.6153846153846154,398793.1923076923,422100,546259,0.19319999999999335,0.7696808,-0.5764808000000067,3.488372093023256,2.9118912930232463,0.5764808000000095,104
B,0.2,0.2,0.00075,96,96,0,56,68,28,41,15,0,40,0.7321428571428571,307588.35714285716,287946,546259,0.8217999999999825,1.2436273500000006,-0.42182735000001803,3.488372093023256,3.0665447430232393,0.48178585000001517,224
B,0.2,0.2,0.0005,96,96,0,56,68,28,41,15,0,40,0.7321428571428571,307588.35714285716,287946,546259,0.8217999999999825,0.8290848999999998,-0.007284900000017247,3.488372093023256,3.4810871930232365,0.2372412000000077,224
B,0.2,0.25,0.001,96,25,71,25,16,9,16,9,0,0,0.64,409527.04,435236,566959,0.1679999999999925,0.7401352,-0.5721352000000075,3.488372093023256,2.916236893023248,0.572135200000008,100
B,0.2,0.25,0.00075,96,44,52,44,30,14,30,14,0,0,0.6818181818181818,333444.9318181818,307143,566959,0.4185999999999834,0.9770155500000006,-0.5584155500000172,3.488372093023256,2.9299565430232395,0.5584155500000163,176
B,0.2,0.25,0.0005,96,96,0,56,68,28,41,15,0,40,0.7321428571428571,313784.5535714286,300571,566959,0.7223999999999796,0.8291345999999997,-0.10673460000002011,3.488372093023256,3.3816374930232342,0.31007760000000806,224
B,0.2,0.3,0.001,96,23,73,23,15,8,15,8,0,0,0.6521739130434783,443446.17391304346,461053,659568,0.11619999999998984,0.6809754000000001,-0.5647754000000103,3.488372093023256,2.9235966930232453,0.5647754000000105,92
B,0.2,0.3,0.00075,96,27,69,27,16,11,16,11,0,0,0.5925925925925926,430928.85185185185,436762,659568,0.013999999999987287,0.5995731000000003,-0.5855731000000131,3.488372093023256,2.9027989930232425,0.5855731000000133,108
B,0.2,0.3,0.0005,96,96,0,56,68,28,41,15,0,40,0.7321428571428571,334300.71428571426,309163,659568,0.6187999999999743,0.8291863999999999,-0.21038640000002562,3.488372093023256,3.2779856930232287,0.3857154000000129,224
B,0.2,0.5,0.001,96,96,0,41,68,28,41,0,0,55,1,299102.26829268294,285373,506625,1.2977999999999803,1.2141205999999998,0.08367939999998053,3.488372093023256,3.5720514930232325,0,164
B,0.2,0.5,0.00075,96,96,0,41,68,28,41,0,0,55,1,299102.26829268294,285373,506625,1.2977999999999803,0.9105904500000004,0.3872095499999799,3.488372093023256,3.8755816430232355,0,164
B,0.2,0.5,0.0005,96,96,0,41,68,28,41,0,0,55,1,299102.26829268294,285373,506625,1.2977999999999803,0.6070602999999999,0.6907396999999804,3.488372093023256,4.179111793023233,0,164
B,0.25,0.1,0.001,96,64,32,55,46,18,37,18,0,9,0.6727272727272727,301503.8,309002,590085,1.078000000000002,1.6285836000000005,-0.5505835999999984,3.488372093023256,2.9377884930232594,0.5505835999999964,220
B,0.25,0.1,0.00075,96,89,7,65,63,26,37,28,0,24,0.5692307692307692,271313.8307692308,279344,590085,0.9198000000000048,1.4439064499999996,-0.5241064499999948,3.488372093023256,2.9642656430232592,0.5262470499999976,260
B,0.25,0.1,0.0005,96,96,0,65,68,28,37,28,0,31,0.5692307692307692,271313.8307692308,279344,590085,0.9198000000000048,0.9626043000000004,-0.042804299999995576,3.488372093023256,3.4455677930232627,0.39719679999999835,260
B,0.25,0.15,0.001,96,58,38,54,41,17,37,17,0,4,0.6851851851851852,312104.35185185185,311023,590085,1.030400000000005,1.5989792,-0.568579199999995,3.488372093023256,2.9197928930232617,0.5685791999999941,216
B,0.25,0.15,0.00075,96,96,0,56,68,28,37,19,0,40,0.6607142857142857,302406.83928571426,309002,590085,0.985600000000006,1.2437312999999997,-0.2581312999999936,3.488372093023256,3.2302407930232624,0.2581312999999934,224
B,0.25,0.15,0.0005,96,96,0,56,68,28,37,19,0,40,0.6607142857142857,302406.83928571426,309002,590085,0.985600000000006,0.8291542,0.15644580000000607,3.488372093023256,3.644817893023265,0.14892219999999812,224
B,0.25,0.2,0.001,96,27,69,27,16,11,16,11,0,0,0.5925925925925926,414916.037037037,422100,590085,0.26320000000000143,0.7993832000000001,-0.5361831999999986,3.488372093023256,2.9521888930232554,0.5361832000000004,108
B,0.25,0.2,0.00075,96,96,0,52,68,28,37,15,0,44,0.7115384615384616,342114.76923076925,321867,590085,0.9394000000000029,1.1548498499999997,-0.21544984999999683,3.488372093023256,3.2729222430232587,0.3363373999999979,208
B,0.25,0.2,0.0005,96,96,0,52,68,28,37,15,0,44,0.7115384615384616,342114.76923076925,321867,590085,0.9394000000000029,0.7698999,0.16950010000000293,3.488372093023256,3.6578721930232616,0.18503449999999955,208
B,0.25,0.25,0.001,96,26,70,26,16,10,16,10,0,0,0.6153846153846154,426730.76923076925,443282,590085,0.22960000000000008,0.7698460000000001,-0.540246,3.488372093023256,2.948126093023256,0.5402459999999998,104
B,0.25,0.25,0.00075,96,96,0,52,68,28,37,15,0,44,0.7115384615384616,348787.5961538461,321867,590085,0.8399999999999996,1.1549243999999999,-0.3149244000000002,3.488372093023256,3.173447693023255,0.40919199999999956,208
B,0.25,0.25,0.0005,96,96,0,52,68,28,37,15,0,44,0.7115384615384616,348787.5961538461,321867,590085,0.8399999999999996,0.7699496,0.07005039999999962,3.488372093023256,3.5584224930232593,0.23826110000000034,208
B,0.25,0.3,0.001,96,25,71,25,16,9,16,9,0,0,0.64,457818.96,497379,659568,0.20439999999999717,0.7403004000000001,-0.5359004000000029,3.488372093023256,2.952471693023254,0.5359004000000018,100
B,0.25,0.3,0.00075,96,96,0,52,68,28,37,15,0,44,0.7115384615384616,370881.92307692306,333898,659568,0.7363999999999944,1.1550021,-0.41860210000000553,3.488372093023256,3.069769993023249,0.484848700000005,208
B,0.25,0.3,0.0005,96,96,0,52,68,28,37,15,0,44,0.7115384615384616,370881.92307692306,333898,659568,0.7363999999999944,0.7700014000000002,-0.03360140000000578,3.488372093023256,3.454770693023254,0.29288840000000427,208
B,0.25,0.5,0.001,96,96,0,37,68,28,37,0,0,59,1,346708.45945945947,321867,590085,1.415399999999999,1.0957506000000004,0.31964939999999875,3.488372093023256,3.808021493023256,0,148
B,0.25,0.5,0.00075,96,96,0,37,68,28,37,0,0,59,1,346708.45945945947,321867,590085,1.415399999999999,0.8218129499999998,0.5935870499999993,3.488372093023256,4.081959143023256,0,148
B,0.25,0.5,0.0005,96,96,0,37,68,28,37,0,0,59,1,346708.45945945947,321867,590085,1.415399999999999,0.5478753000000002,0.8675246999999989,3.488372093023256,4.355896793023255,0,148
B,0.3,0.1,0.001,96,79,17,57,58,21,34,23,0,22,0.5964912280701754,336736,366415,679595,1.1256000000000002,1.6881984000000003,-0.5625984000000002,3.488372093023256,2.925773693023256,0.5625983999999997,228
B,0.3,0.1,0.00075,96,96,0,62,68,28,34,28,0,34,0.5483870967741935,315119.3548387097,322343,679595,1.0444000000000027,1.3773857999999997,-0.332985799999997,3.488372093023256,3.1553862930232555,0.5311953499999982,248
B,0.3,0.1,0.0005,96,96,0,62,68,28,34,28,0,34,0.5483870967741935,315119.3548387097,322343,679595,1.0444000000000027,0.9182572000000003,0.12614280000000233,3.488372093023256,3.6145148930232556,0.4273968999999984,248
B,0.3,0.15,0.001,96,96,0,53,68,28,34,19,0,43,0.6415094339622641,355411.0188679245,377667,679595,1.1102000000000034,1.5696142,-0.45941419999999655,3.488372093023256,3.028957893023259,0.4594141999999968,212
B,0.3,0.15,0.00075,96,96,0,53,68,28,34,19,0,43,0.6415094339622641,355411.0188679245,377667,679595,1.1102000000000034,1.17721065,-0.06701064999999651,3.488372093023256,3.4213614430232586,0.22458974999999803,212
B,0.3,0.15,0.0005,96,96,0,53,68,28,34,19,0,43,0.6415094339622641,355411.0188679245,377667,679595,1.1102000000000034,0.7848071,0.3253929000000034,3.488372093023256,3.8137649930232578,0.18752649999999838,212
B,0.3,0.2,0.001,96,96,0,49,68,28,34,15,0,47,0.6938775510204082,401876.9183673469,398007,679595,1.064,1.4511055999999998,-0.3871055999999997,3.488372093023256,3.1012664930232536,0.4228965999999996,196
B,0.3,0.2,0.00075,96,96,0,49,68,28,34,15,0,47,0.6938775510204082,401876.9183673469,398007,679595,1.064,1.0883292,-0.02432919999999994,3.488372093023256,3.464042893023255,0.2446958499999945,196
B,0.3,0.2,0.0005,96,96,0,49,68,28,34,15,0,47,0.6938775510204082,401876.9183673469,398007,679595,1.064,0.7255527999999999,0.33844720000000017,3.488372093023256,3.826819293023254,0.15801239999999783,196
B,0.3,0.25,0.001,96,96,0,49,68,28,34,15,0,47,0.6938775510204082,408958.28571428574,400533,679595,0.9645999999999966,1.4512049999999999,-0.4866050000000033,3.488372093023256,3.0017670930232527,0.49576939999999947,196
B,0.3,0.25,0.00075,96,96,0,49,68,28,34,15,0,47,0.6938775510204082,408958.28571428574,400533,679595,0.9645999999999966,1.08840375,-0.12380375000000332,3.488372093023256,3.3645683430232514,0.29793574999999617,196
B,0.3,0.25,0.0005,96,96,0,49,68,28,34,15,0,47,0.6938775510204082,408958.28571428574,400533,679595,0.9645999999999966,0.7256024999999999,0.23899749999999664,3.488372093023256,3.7273695930232518,0.1832250000000002,196
B,0.3,0.3,0.001,96,27,69,27,16,11,16,11,0,0,0.5925925925925926,501418.6296296296,502494,679595,0.22819999999999543,0.7996449999999999,-0.5714450000000045,3.488372093023256,2.916927093023253,0.5714450000000029,108
B,0.3,0.3,0.00075,96,96,0,49,68,28,34,15,0,47,0.6938775510204082,432405.32653061225,402051,679595,0.8609999999999912,1.0884814500000002,-0.22748145000000897,3.488372093023256,3.260890643023245,0.37153375000000466,196
B,0.3,0.3,0.0005,96,96,0,49,68,28,34,15,0,47,0.6938775510204082,432405.32653061225,402051,679595,0.8609999999999912,0.7256543000000001,0.13534569999999113,3.488372093023256,3.6237177930232463,0.23411780000000082,196
B,0.3,0.5,0.001,96,96,0,34,68,28,34,0,0,62,1,433241.5882352941,405327,679595,1.5399999999999967,1.0070564,0.5329435999999967,3.488372093023256,4.021315693023253,0,136
B,0.3,0.5,0.00075,96,96,0,34,68,28,34,0,0,62,1,433241.5882352941,405327,679595,1.5399999999999967,0.7552922999999998,0.7847076999999969,3.488372093023256,4.2730797930232525,0,136
B,0.3,0.5,0.0005,96,96,0,34,68,28,34,0,0,62,1,433241.5882352941,405327,679595,1.5399999999999967,0.5035282,1.0364717999999966,3.488372093023256,4.524843893023252,0,136
B,0.5,0.1,0.001,96,27,69,11,16,11,0,11,0,16,0,281275.54545454547,277815,436914,-0.21979999999999708,0.32549020000000006,-0.5452901999999972,3.488372093023256,2.943081893023259,0.5452901999999966,44
B,0.5,0.1,0.00075,96,40,56,13,27,13,0,13,0,27,0,252671.84615384616,274794,436914,-0.2547999999999971,0.2885064000000001,-0.5433063999999972,3.488372093023256,2.9450656930232593,0.5433063999999965,52
B,0.5,0.1,0.0005,96,57,39,16,41,16,0,16,0,41,0,215173.875,190203,436914,-0.3065999999999977,0.23675750000000007,-0.5433574999999977,3.488372093023256,2.9450145930232576,0.5433574999999982,64
B,0.5,0.15,0.001,96,27,69,11,16,11,0,11,0,16,0,284297.36363636365,283227,442326,-0.24779999999999552,0.32551820000000004,-0.5733181999999956,3.488372093023256,2.91505389302326,0.5733181999999957,44
B,0.5,0.15,0.00075,96,37,59,12,25,12,0,12,0,25,0,277415.5833333333,283227,442326,-0.27019999999999506,0.26633985000000004,-0.5365398499999952,3.488372093023256,2.951832243023261,0.5365398499999947,48
B,0.5,0.15,0.0005,96,49,47,15,34,15,0,15,0,34,0,238615.73333333334,201716,442326,-0.3401999999999951,0.2219567,-0.5621566999999952,3.488372093023256,2.9262153930232597,0.5621566999999961,60
B,0.5,0.2,0.001,96,25,71,9,16,9,0,9,0,16,0,410462,422100,546259,-0.28839999999999644,0.2664172,-0.5548171999999965,3.488372093023256,2.933554893023258,0.5548171999999978,36
B,0.5,0.2,0.00075,96,26,70,10,16,10,0,10,0,16,0,398011.9,422100,546259,-0.31919999999999626,0.22201410000000005,-0.5412140999999964,3.488372093023256,2.94715799302326,0.5412140999999959,40
B,0.5,0.2,0.0005,96,37,59,12,25,12,0,12,0,25,0,373199.5,387160,546259,-0.3807999999999959,0.17761520000000003,-0.558415199999996,3.488372093023256,2.929956893023259,0.5584151999999967,48
B,0.5,0.25,0.001,96,23,73,8,15,8,0,8,0,15,0,442628.25,452388,566959,-0.30659999999999776,0.2368618,-0.5434617999999978,3.488372093023256,2.9449102930232587,0.5434617999999971,32
B,0.5,0.25,0.00075,96,25,71,9,16,9,0,9,0,16,0,427741.3333333333,443282,566959,-0.3443999999999972,0.19985490000000003,-0.5442548999999972,3.488372093023256,2.9441171930232586,0.5442548999999972,36
B,0.5,0.25,0.0005,96,27,69,10,17,10,0,10,0,17,0,415681.5,443282,566959,-0.3835999999999974,0.14804160000000002,-0.5316415999999974,3.488372093023256,2.9567304930232585,0.5316415999999973,40
B,0.5,0.3,0.001,96,23,73,8,15,8,0,8,0,15,0,513254.25,544997,659568,-0.3626000000000006,0.2369178,-0.5995178000000005,3.488372093023256,2.888854293023256,0.5995177999999997,32
B,0.5,0.3,0.00075,96,23,73,8,15,8,0,8,0,15,0,513254.25,544997,659568,-0.3626000000000006,0.17768835000000002,-0.5402883500000006,3.488372093023256,2.948083743023255,0.5402883500000009,32
B,0.5,0.3,0.0005,96,25,71,9,16,9,0,9,0,16,0,500809.8888888889,506548,659568,-0.4088000000000004,0.13326880000000002,-0.5420688000000005,3.488372093023256,2.9463032930232558,0.5420688,36
B,0.5,0.5,0.001,96,96,0,0,68,28,0,0,0,96,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
B,0.5,0.5,0.00075,96,96,0,0,68,28,0,0,0,96,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
B,0.5,0.5,0.0005,96,96,0,0,68,28,0,0,0,96,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
C,0.1,0.1,0.001,152,20,132,20,11,9,11,9,0,0,0.55,378485.7,371480,436914,0.020999999999998794,0.5918374000000001,-0.5708374000000013,3.488372093023256,2.917534693023254,0.5708374000000016,80
C,0.1,0.1,0.00075,152,24,128,24,12,12,12,12,0,0,0.5,369384.25,365392,436914,-0.01820000000000137,0.5326513500000002,-0.5508513500000015,3.488372093023256,2.9375207430232546,0.5508513500000012,96
C,0.1,0.1,0.0005,152,39,113,39,21,18,21,18,0,0,0.5384615384615384,333789.76923076925,330940,436914,0.02099999999999681,0.5770233,-0.5560233000000032,3.488372093023256,2.9323487930232512,0.5560233000000046,156
C,0.1,0.15,0.001,152,19,133,19,11,8,11,8,0,0,0.5789473684210527,382797.3157894737,371480,442326,0.009799999999999035,0.5622722000000001,-0.5524722000000011,3.488372093023256,2.935899893023254,0.5524722000000017,76
C,0.1,0.15,0.00075,152,23,129,23,12,11,12,11,0,0,0.5217391304347826,373894,368290,442326,-0.04060000000000288,0.5104879500000002,-0.5510879500000031,3.488372093023256,2.937284143023252,0.5510879500000039,92
C,0.1,0.15,0.0005,152,33,119,33,17,16,17,16,0,0,0.5151515151515151,350207.75757575757,354595,442326,-0.070000000000002,0.4882863999999999,-0.5582864000000018,3.488372093023256,2.9300856930232526,0.5582864000000032,132
C,0.1,0.2,0.001,152,16,136,16,8,8,8,8,0,0,0.5,439566.9375,438803,546259,-0.11760000000000048,0.4735556000000001,-0.5911556000000006,3.488372093023256,2.8972164930232536,0.5911556000000022,64
C,0.1,0.2,0.00075,152,20,132,20,11,9,11,9,0,0,0.55,427187.25,408336,546259,-0.10220000000000057,0.4439704500000001,-0.5461704500000006,3.488372093023256,2.9422016430232545,0.5461704500000013,80
C,0.1,0.2,0.0005,152,24,128,24,12,12,12,12,0,0,0.5,423616.9166666667,424621,546259,-0.18340000000000037,0.3551835000000001,-0.5385835000000004,3.488372093023256,2.949788593023254,0.5385835000000019,96
C,0.1,0.25,0.001,152,12,140,12,5,7,5,7,0,0,0.4166666666666667,470008.5,490390,566959,-0.17920000000000016,0.3552248000000001,-0.5344248000000003,3.488372093023256,2.953947293023256,0.5344247999999996,48
C,0.1,0.25,0.00075,152,19,133,19,11,8,11,8,0,0,0.5789473684210527,434254.8947368421,399672,566959,-0.1134000000000023,0.42179655000000016,-0.5351965500000024,3.488372093023256,2.953175543023252,0.5351965500000038,76
C,0.1,0.25,0.0005,152,23,129,23,12,11,12,11,0,0,0.5217391304347826,433250.1304347826,408336,566959,-0.2114000000000047,0.3404107000000001,-0.5518107000000048,3.488372093023256,2.936561393023251,0.5518107000000048,92
C,0.1,0.3,0.001,152,12,140,12,5,7,5,7,0,0,0.4166666666666667,518411.4166666667,558703,659568,-0.23380000000000223,0.3552794,-0.5890794000000023,3.488372093023256,2.899292693023254,0.5890794000000019,48
C,0.1,0.3,0.00075,152,19,133,19,11,8,11,8,0,0,0.5789473684210527,469036,399672,659568,-0.17500000000000396,0.42184275000000016,-0.5968427500000041,3.488372093023256,2.89152934302325,0.5968427500000058,76
C,0.1,0.3,0.0005,152,21,131,21,11,10,11,10,0,0,0.5238095238095238,475644.2380952381,408336,659568,-0.26460000000000605,0.31084690000000004,-0.5754469000000061,3.488372093023256,2.91292519302325,0.575446900000006,84
C,0.1,0.5,0.001,152,78,74,45,45,33,45,0,0,33,1,234124.51111111112,231758,408336,0.7979999999999844,1.3315708000000002,-0.5335708000000158,3.488372093023256,2.954801293023239,0.533570800000017,180
C,0.1,0.5,0.00075,152,152,0,81,94,58,81,0,0,71,1,187666.65432098764,175058,408336,1.35519999999998,1.7992506000000006,-0.4440506000000206,3.488372093023256,3.044321493023232,0.4440506000000237,324
C,0.1,0.5,0.0005,152,152,0,81,94,58,81,0,0,71,1,187666.65432098764,175058,408336,1.35519999999998,1.1995003999999998,0.15569959999998018,3.488372093023256,3.6440716930232364,0,324
C,0.15,0.1,0.001,152,21,131,21,11,10,11,10,0,0,0.5238095238095238,401331.5714285714,384448,505673,0.058799999999996265,0.6214852000000001,-0.5626852000000038,3.488372093023256,2.9256868930232516,0.5626852000000042,84
C,0.15,0.1,0.00075,152,31,121,31,17,14,17,14,0,0,0.5483870967741935,379683.4193548387,378411,505673,0.1204000000000039,0.6880713000000002,-0.5676712999999962,3.488372093023256,2.9207007930232627,0.5676712999999931,124
C,0.15,0.1,0.0005,152,44,108,44,23,21,23,21,0,0,0.5227272727272727,341247.4318181818,337555,505673,0.10500000000000598,0.6510455000000003,-0.5460454999999943,3.488372093023256,2.9423265930232594,0.5460454999999964,176
C,0.15,0.15,0.001,152,20,132,20,11,9,11,9,0,0,0.55,406966.45,388494,505673,0.04479999999999508,0.5919284000000001,-0.5471284000000051,3.488372093023256,2.94124369302325,0.5471284000000058,80
C,0.15,0.15,0.00075,152,24,128,24,12,12,12,12,0,0,0.5,393978.75,381045,505673,-3.969047313034935e-15,0.5327322000000002,-0.5327322000000042,3.488372093023256,2.955639893023253,0.532732200000003,96
C,0.15,0.15,0.0005,152,40,112,40,21,19,21,19,0,0,0.525,354498.625,361146,505673,0.039200000000004176,0.5919004,-0.5527003999999958,3.488372093023256,2.9356716930232576,0.5527003999999982,160
C,0.15,0.2,0.001,152,19,133,19,11,8,11,8,0,0,0.5789473684210527,454303.63157894736,458048,546259,-0.012600000000002477,0.5624094000000001,-0.5750094000000026,3.488372093023256,2.913362693023252,0.5750094000000039,76
C,0.15,0.2,0.00075,152,21,131,21,11,10,11,10,0,0,0.5238095238095238,452897.95238095237,452951,546259,-0.07560000000000289,0.4662147000000001,-0.541814700000003,3.488372093023256,2.9465573930232543,0.5418147000000015,84
C,0.15,0.2,0.0005,152,31,121,31,17,14,17,14,0,0,0.5483870967741935,428724.51612903224,432220,546259,-0.07559999999999495,0.4588122000000001,-0.5344121999999951,3.488372093023256,2.9539598930232582,0.5344121999999976,124
C,0.15,0.25,0.001,152,16,136,16,8,8,8,8,0,0,0.5,462250.1875,490390,566959,-0.12600000000000078,0.4736396000000001,-0.5996396000000008,3.488372093023256,2.8887324930232556,0.5996396000000002,64
C,0.15,0.25,0.00075,152,20,132,20,11,9,11,9,0,0,0.55,462637,475243,566959,-0.09380000000000616,0.4440502500000001,-0.5378502500000062,3.488372093023256,2.95052184302325,0.5378502500000057,80
C,0.15,0.25,0.0005,152,24,128,24,12,12,12,12,0,0,0.5,456054.75,459985,566959,-0.1862000000000057,0.35524790000000006,-0.5414479000000058,3.488372093023256,2.94692419302325,0.5414479000000059,96
C,0.15,0.3,0.001,152,12,140,12,5,7,5,7,0,0,0.4166666666666667,536113.8333333334,558703,659568,-0.20860000000000328,0.3553046,-0.5639046000000033,3.488372093023256,2.924467493023253,0.563904600000003,48
C,0.15,0.3,0.00075,152,19,133,19,11,8,11,8,0,0,0.5789473684210527,496841.7368421053,497009,659568,-0.11760000000000645,0.42188580000000014,-0.5394858000000066,3.488372093023256,2.9488862930232496,0.5394858000000062,76
C,0.15,0.3,0.0005,152,23,129,23,12,11,12,11,0,0,0.5217391304347826,495509.347826087,505673,659568,-0.23100000000000875,0.3404835,-0.5714835000000087,3.488372093023256,2.916888593023247,0.5714835000000087,92
C,0.15,0.5,0.001,152,152,0,59,94,58,59,0,0,93,1,251264.81355932204,221471,505673,1.3286000000000058,1.7467057999999995,-0.41810579999999375,3.488372093023256,3.07026629302326,0.41810579999999575,236
C,0.15,0.5,0.00075,152,152,0,59,94,58,59,0,0,93,1,251264.81355932204,221471,505673,1.3286000000000058,1.3100293500000009,0.018570650000004907,3.488372093023256,3.5069427430232647,0,236
C,0.15,0.5,0.0005,152,152,0,59,94,58,59,0,0,93,1,251264.81355932204,221471,505673,1.3286000000000058,0.8733528999999998,0.455247100000006,3.488372093023256,3.9436191930232574,0,236
C,0.2,0.1,0.001,152,24,128,24,12,12,12,12,0,0,0.5,424379.75,436914,515289,0.15819999999999343,0.7103782000000001,-0.5521782000000066,3.488372093023256,2.936193893023249,0.5521782000000068,96
