candidate,TP,SL,feePct,totalSignals,actualEntries,ignoredSignals,completedTrades,longEntries,shortEntries,tpHits,slHits,bailoutHits,openAtSessionEnd,winRate,avgHoldMs,medianHoldMs,maxHoldMs,grossPnlUsdt,feesUsdt,netPnlUsdt,startEqUsdt,endEqUsdt,maxDrawdownUsdt,tradesPerHour
D,0.25,0.15,0.00075,90,90,0,52,63,27,34,18,0,38,0.6538461538461539,302405.26923076925,311023,590085,0.8946000000000054,1.1548960499999994,-0.260296049999994,3.488372093023256,3.228076043023262,0.2602960499999938,208
D,0.25,0.15,0.0005,90,90,0,52,63,27,34,18,0,38,0.6538461538461539,302405.26923076925,311023,590085,0.8946000000000054,0.7699307000000001,0.12466930000000531,3.488372093023256,3.6130413930232637,0.14892219999999812,208
D,0.25,0.2,0.001,90,41,49,41,28,13,28,13,0,0,0.6829268292682927,359973.756097561,330345,590085,0.659400000000003,1.2139722000000002,-0.5545721999999972,3.488372093023256,2.933799893023257,0.5545721999999986,164
D,0.25,0.2,0.00075,90,90,0,48,63,27,34,14,0,42,0.7083333333333334,343333.8333333333,321867,590085,0.8568000000000024,1.0660082999999996,-0.20920829999999713,3.488372093023256,3.2791637930232587,0.28334039999999794,192
D,0.25,0.2,0.0005,90,90,0,48,63,27,34,14,0,42,0.7083333333333334,343333.8333333333,321867,590085,0.8568000000000024,0.7106722000000001,0.14612780000000236,3.488372093023256,3.634499893023261,0.16220609999999924,192
D,0.25,0.25,0.001,90,26,64,26,16,10,16,10,0,0,0.6153846153846154,423710.46153846156,443282,590085,0.22819999999999935,0.7698530000000001,-0.5416530000000008,3.488372093023256,2.9467190930232556,0.5416530000000002,104
D,0.25,0.25,0.00075,90,90,0,48,63,27,34,14,0,42,0.7083333333333334,350372.9375,321867,590085,0.7643999999999989,1.0660775999999996,-0.30167760000000077,3.488372093023256,3.1866944930232544,0.3491897500000003,192
D,0.25,0.25,0.0005,90,90,0,48,63,27,34,14,0,42,0.7083333333333334,350372.9375,321867,590085,0.7643999999999989,0.7107184000000001,0.053681599999998775,3.488372093023256,3.542053693023258,0.19162080000000037,192
D,0.25,0.3,0.001,90,25,65,25,16,9,16,9,0,0,0.64,454722.84,497379,659568,0.2043999999999952,0.7403060000000001,-0.5359060000000049,3.488372093023256,2.952466093023252,0.5359060000000038,100
D,0.25,0.3,0.00075,90,90,0,48,63,27,34,14,0,42,0.7083333333333334,372981.9375,333898,659568,0.6677999999999935,1.0661500499999996,-0.3983500500000061,3.488372093023256,3.090022043023248,0.42948255000000657,192
D,0.25,0.3,0.0005,90,90,0,48,63,27,34,14,0,42,0.7083333333333334,372981.9375,333898,659568,0.6677999999999935,0.7107667000000002,-0.042966700000006686,3.488372093023256,3.445405393023252,0.23328340000000525,192
D,0.25,0.5,0.001,90,90,0,34,63,27,34,0,0,56,1,349802.8823529412,330345,590085,1.301999999999999,1.0068912,0.29510879999999884,3.488372093023256,3.7834808930232557,0,136
D,0.25,0.5,0.00075,90,90,0,34,63,27,34,0,0,56,1,349802.8823529412,330345,590085,1.301999999999999,0.7551683999999999,0.5468315999999991,3.488372093023256,4.035203693023256,0,136
D,0.25,0.5,0.0005,90,90,0,34,63,27,34,0,0,56,1,349802.8823529412,330345,590085,1.301999999999999,0.5034456,0.7985543999999989,3.488372093023256,4.286926493023255,0,136
D,0.3,0.1,0.001,90,75,15,54,55,20,32,22,0,21,0.5925925925925926,336352,373602,679595,1.0569999999999988,1.5993838000000005,-0.5423838000000016,3.488372093023256,2.945988293023255,0.542383800000001,216
D,0.3,0.1,0.00075,90,90,0,58,63,27,32,26,0,32,0.5517241379310345,316893.0689655172,322343,679595,0.9912000000000012,1.2885305999999996,-0.29733059999999845,3.488372093023256,3.1910414930232545,0.49355529999999836,232
D,0.3,0.1,0.0005,90,90,0,58,63,27,32,26,0,32,0.5517241379310345,316893.0689655172,322343,679595,0.9912000000000012,0.8590204000000004,0.13217960000000084,3.488372093023256,3.620551693023254,0.39717019999999836,232
D,0.3,0.15,0.001,90,90,0,50,63,27,32,18,0,40,0.64,356430.38,385019,679595,1.041600000000002,1.4807939999999997,-0.43919399999999764,3.488372093023256,3.0491780930232575,0.4391939999999983,200
D,0.3,0.15,0.00075,90,90,0,50,63,27,32,18,0,40,0.64,356430.38,385019,679595,1.041600000000002,1.1105954999999994,-0.06899549999999732,3.488372093023256,3.419376593023258,0.22458974999999803,200
D,0.3,0.15,0.0005,90,90,0,50,63,27,32,18,0,40,0.64,356430.38,385019,679595,1.041600000000002,0.7403969999999999,0.3012030000000022,3.488372093023256,3.789575093023256,0.18752649999999838,200
D,0.3,0.2,0.001,90,90,0,46,63,27,32,14,0,44,0.6956521739130435,403836.2826086957,402051,679595,1.0037999999999987,1.3622769999999997,-0.35847700000000104,3.488372093023256,3.129895093023253,0.36250059999999973,184
D,0.3,0.2,0.00075,90,90,0,46,63,27,32,14,0,44,0.6956521739130435,403836.2826086957,402051,679595,1.0037999999999987,1.0217077499999998,-0.01790775000000111,3.488372093023256,3.4704643430232545,0.19169884999999454,184
D,0.3,0.2,0.0005,90,90,0,46,63,27,32,14,0,44,0.6956521739130435,403836.2826086957,402051,679595,1.0037999999999987,0.6811384999999999,0.3226614999999988,3.488372093023256,3.8110335930232533,0.15381029999999907,184
D,0.3,0.25,0.001,90,90,0,46,63,27,32,14,0,44,0.6956521739130435,411181.4347826087,405327,679595,0.9113999999999953,1.3623693999999997,-0.4509694000000044,3.488372093023256,3.0374026930232514,0.4509694000000044,184
D,0.3,0.25,0.00075,90,90,0,46,63,27,32,14,0,44,0.6956521739130435,411181.4347826087,405327,679595,0.9113999999999953,1.0217770499999999,-0.11037705000000453,3.488372093023256,3.37799504302325,0.2379334999999969,184
D,0.3,0.25,0.0005,90,90,0,46,63,27,32,14,0,44,0.6956521739130435,411181.4347826087,405327,679595,0.9113999999999953,0.6811846999999999,0.23021529999999546,3.488372093023256,3.7185873930232503,0.1832250000000002,184
D,0.3,0.3,0.001,90,41,49,41,28,13,28,13,0,0,0.6829268292682927,451314.56097560975,420372,679595,0.6789999999999895,1.2143446,-0.5353446000000105,3.488372093023256,2.9530274930232467,0.535344600000009,164
D,0.3,0.3,0.00075,90,90,0,46,63,27,32,14,0,44,0.6956521739130435,434773.4347826087,405327,679595,0.8147999999999894,1.0218494999999996,-0.2070495000000102,3.488372093023256,3.2813225930232437,0.30452625000000566,184
D,0.3,0.3,0.0005,90,90,0,46,63,27,32,14,0,44,0.6956521739130435,434773.4347826087,405327,679595,0.8147999999999894,0.6812330000000001,0.13356699999998933,3.488372093023256,3.6219390930232445,0.208437600000003,184
D,0.3,0.5,0.001,90,90,0,32,63,27,32,0,0,58,1,437179.46875,408585,679595,1.4489999999999958,0.9478238000000001,0.5011761999999957,3.488372093023256,3.9895482930232515,0,128
D,0.3,0.5,0.00075,90,90,0,32,63,27,32,0,0,58,1,437179.46875,408585,679595,1.4489999999999958,0.7108678499999999,0.738132149999996,3.488372093023256,4.226504243023252,0,128
D,0.3,0.5,0.0005,90,90,0,32,63,27,32,0,0,58,1,437179.46875,408585,679595,1.4489999999999958,0.47391190000000005,0.9750880999999958,3.488372093023256,4.463460193023252,0,128
D,0.5,0.1,0.001,90,35,55,11,24,11,0,11,0,24,0,265794.36363636365,277815,436914,-0.2127999999999975,0.3254972000000001,-0.5382971999999976,3.488372093023256,2.9500748930232588,0.538297199999997,44
D,0.5,0.1,0.00075,90,41,49,13,28,13,0,13,0,28,0,234934.38461538462,190203,436914,-0.2533999999999984,0.28850745000000005,-0.5419074499999985,3.488372093023256,2.946464643023258,0.5419074499999978,52
D,0.5,0.1,0.0005,90,54,36,16,38,16,0,16,0,38,0,204419.875,178601,436914,-0.29959999999999815,0.2367890000000001,-0.5363889999999982,3.488372093023256,2.951983093023257,0.5363889999999989,64
D,0.5,0.15,0.001,90,35,55,11,24,11,0,11,0,24,0,277653.9090909091,283227,442326,-0.24779999999999552,0.32553220000000005,-0.5733321999999956,3.488372093023256,2.91503989302326,0.5733321999999959,44
D,0.5,0.15,0.00075,90,37,53,12,25,12,0,12,0,25,0,261941.08333333334,283227,442326,-0.27019999999999506,0.26634405000000005,-0.5365440499999952,3.488372093023256,2.9518280430232613,0.5365440499999945,48
D,0.5,0.15,0.0005,90,52,38,14,38,14,0,14,0,38,0,236031.57142857142,201716,442326,-0.3177999999999956,0.2071629,-0.5249628999999956,3.488372093023256,2.963409193023259,0.5249628999999967,56
D,0.5,0.2,0.001,90,25,65,9,16,9,0,9,0,16,0,400565.55555555556,422100,546259,-0.2883999999999964,0.2664228,-0.5548227999999964,3.488372093023256,2.933549293023258,0.554822799999998,36
D,0.5,0.2,0.00075,90,26,64,10,16,10,0,10,0,16,0,388951.9,422100,546259,-0.3191999999999962,0.22201830000000003,-0.5412182999999963,3.488372093023256,2.94715379302326,0.5412182999999957,40
D,0.5,0.2,0.0005,90,37,53,12,25,12,0,12,0,25,0,358202.5,387160,546259,-0.38079999999999586,0.17761800000000003,-0.5584179999999959,3.488372093023256,2.9299540930232593,0.5584179999999965,48
D,0.5,0.25,0.001,90,24,66,8,16,8,0,8,0,16,0,433191.625,452388,566959,-0.30659999999999776,0.23687020000000003,-0.5434701999999978,3.488372093023256,2.9449018930232587,0.5434701999999971,32
D,0.5,0.25,0.00075,90,25,65,9,16,9,0,9,0,16,0,419186.22222222225,443282,566959,-0.34579999999999794,0.19986015000000001,-0.545660149999998,3.488372093023256,2.942711943023258,0.545660149999998,36
D,0.5,0.25,0.0005,90,26,64,10,16,10,0,10,0,16,0,407828.7,443282,566959,-0.3849999999999981,0.14804510000000004,-0.5330450999999982,3.488372093023256,2.9553269930232577,0.533045099999998,40
D,0.5,0.3,0.001,90,24,66,8,16,8,0,8,0,16,0,507434.625,544997,659568,-0.3640000000000013,0.23692760000000002,-0.6009276000000013,3.488372093023256,2.8874444930232555,0.6009276000000003,32
D,0.5,0.3,0.00075,90,24,66,8,16,8,0,8,0,16,0,507434.625,544997,659568,-0.3640000000000013,0.17769570000000004,-0.5416957000000013,3.488372093023256,2.946676393023254,0.5416957000000018,32
D,0.5,0.3,0.0005,90,25,65,9,16,9,0,9,0,16,0,492209.55555555556,506548,659568,-0.4088000000000024,0.13327160000000002,-0.5420716000000024,3.488372093023256,2.9463004930232537,0.5420716000000021,36
D,0.5,0.5,0.001,90,90,0,0,63,27,0,0,0,90,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
D,0.5,0.5,0.00075,90,90,0,0,63,27,0,0,0,90,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
D,0.5,0.5,0.0005,90,90,0,0,63,27,0,0,0,90,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
